geneid,log2FoldChange,padj_a,diff.log2.fc,padj_b,label
ENSMUSG00000020205,-0.557584632,8.34E-08,0.266630071,2.00E-09,
ENSMUSG00000026749,-0.559329372,2.25E-20,-0.061654279,0.007413102,
ENSMUSG00000070972,-0.559474363,6.60E-06,0.512619169,0.000301995,
ENSMUSG00000031530,-0.559849951,1.47E-09,-1.202060348,6.17E-09,
ENSMUSG00000060992,-0.561047339,1.53E-19,0.714712318,0.004365158,
ENSMUSG00000002748,-0.562782699,1.60E-17,1.913412594,1.58E-19,
ENSMUSG00000052406,-0.563666584,4.94E-09,0.125841594,0.000354813,
ENSMUSG00000051391,-0.564829151,2.01E-10,0.184654794,1.70E-05,
ENSMUSG00000024054,-0.568577411,9.41E-19,1.149632561,0.00040738,
ENSMUSG00000002129,-0.56985144,8.64E-20,-0.146800981,8.13E-05,
ENSMUSG00000022774,-0.572003191,1.64E-15,-0.173729047,0.000660693,
ENSMUSG00000061897,-0.572044042,0.016345995,0.981724112,0.000588844,
ENSMUSG00000002718,-0.572044658,6.45E-43,3.124556645,1.78E-05,
ENSMUSG00000027199,-0.572248915,5.08E-12,0.968967209,0.004897788,
ENSMUSG00000046691,-0.573072458,0.001295506,0.749834255,0.002570396,
ENSMUSG00000022400,-0.574284032,5.95E-15,-0.216804832,2.14E-06,
ENSMUSG00000052456,-0.574360715,1.10E-11,-0.112281259,0.006456542,
ENSMUSG00000026112,-0.574407968,1.84E-09,0.234171932,6.17E-07,
ENSMUSG00000060152,-0.575320033,1.66E-08,-2.90736692,0.000169824,
ENSMUSG00000031157,-0.575464335,2.14E-10,0.081364491,7.08E-06,
ENSMUSG00000004096,-0.575689775,1.39E-13,-0.32614353,1.17E-06,
ENSMUSG00000062328,-0.575872895,6.75E-52,0.372499272,3.16E-48,
ENSMUSG00000063179,-0.576310894,1.82E-05,1.342087153,0.007079458,
ENSMUSG00000023110,-0.57893814,1.52E-36,0.286752545,0.002238721,
ENSMUSG00000026283,-0.581287016,2.19E-08,0.342570087,0.009332543,
ENSMUSG00000014361,-0.582490777,1.11E-07,0.825695699,0.001479108,
ENSMUSG00000029196,-0.582582865,1.40E-11,0.795383776,0.006456542,
ENSMUSG00000048058,-0.582772493,9.27E-09,-0.39476785,0.00676083,
ENSMUSG00000038888,-0.583308829,9.30E-06,-0.380952884,0.009332543,
ENSMUSG00000039563,-0.5839761,0.296166794,-1.114206007,0.003801894,
ENSMUSG00000025786,-0.586786596,6.48E-28,1.322135282,2.24E-06,
ENSMUSG00000020380,-0.588016893,4.35E-19,1.674774217,0.001202264,
ENSMUSG00000018379,-0.588782528,1.52E-44,1.982416804,3.98E-58,
ENSMUSG00000027091,-0.58924652,5.14E-23,0.698777192,0.001174898,
ENSMUSG00000027919,-0.589746102,0.001074727,-0.480841549,0.002344229,
ENSMUSG00000007029,-0.590361862,4.45E-22,-0.07756943,0.00676083,
ENSMUSG00000031843,-0.593826056,1.21E-13,1.682196778,1.58E-12,
ENSMUSG00000062353,-0.594113022,4.45E-30,0.412683966,7.94E-34,
ENSMUSG00000026502,-0.594380453,1.39E-09,-0.146340552,0.004897788,
ENSMUSG00000079426,-0.595865289,9.32E-23,0.481286409,0.004570882,
ENSMUSG00000030770,-0.596622498,3.09E-16,1.247768652,0.002187762,
ENSMUSG00000036202,-0.597462359,6.41E-13,0.933018725,3.98E-16,
ENSMUSG00000024841,-0.603098709,3.02E-40,0.615946921,0.000524807,
ENSMUSG00000052144,-0.603719499,1.58E-09,0.799211247,2.29E-08,
ENSMUSG00000022656,-0.606745705,1.92E-16,0.979030896,1.91E-05,
ENSMUSG00000026849,-0.609203448,1.96E-08,-0.122982882,0.004897788,
ENSMUSG00000001016,-0.610040837,9.36E-45,0.73084958,4.90E-05,
ENSMUSG00000052833,-0.610287395,2.53E-52,0.43382354,0.003715352,
ENSMUSG00000014294,-0.612765512,1.03E-06,-0.294480572,1.86E-09,
ENSMUSG00000020773,-0.613704461,6.48E-06,0.144326142,0.00128825,
ENSMUSG00000024974,-0.615934872,4.40E-24,-0.262273992,0.004570882,
ENSMUSG00000005698,-0.616725002,7.36E-26,-0.155517073,0.000234423,
ENSMUSG00000022472,-0.616894839,4.89E-20,0.295985128,0.000912011,
ENSMUSG00000058070,-0.617617698,1.04E-22,0.095911971,1.07E-06,
ENSMUSG00000039697,-0.619322345,6.65E-06,1.189917976,0.000295121,
ENSMUSG00000062647,-0.619436676,1.16E-72,-0.555654092,6.31E-20,
ENSMUSG00000078652,-0.622633652,2.91E-40,-0.328070854,0.000794328,
ENSMUSG00000057177,-0.626068697,2.20E-13,1.477514854,0.000912011,
ENSMUSG00000045083,-0.629648124,0.000946636,-0.882553902,0.000120226,
ENSMUSG00000028140,-0.630320368,2.50E-15,-0.205994811,4.68E-09,
ENSMUSG00000060636,-0.632551297,2.17E-45,0.027880354,3.55E-06,
ENSMUSG00000061787,-0.632934773,1.29E-44,0.346336391,3.63E-05,
ENSMUSG00000066148,-0.632941479,1.46E-22,0.906027246,4.68E-07,
ENSMUSG00000007721,-0.633141174,4.08E-13,-0.030659177,0.004677351,
ENSMUSG00000029427,-0.633575752,9.06E-15,0.621061055,0.00616595,
ENSMUSG00000037253,-0.634814459,1.50E-25,0.763013111,6.46E-07,
ENSMUSG00000079008,-0.639324993,0.237810058,1.221368034,0.004365158,
ENSMUSG00000069495,-0.639835323,2.82E-07,0.656408783,2.82E-07,
ENSMUSG00000020133,-0.639978332,6.70E-07,0.120015413,0.000154882,
ENSMUSG00000030521,-0.643383043,8.36E-24,1.536622655,6.76E-06,
ENSMUSG00000024666,-0.644681976,8.66E-15,-0.822056267,0.002041738,
ENSMUSG00000025066,-0.645145099,1.13E-22,1.235780195,4.57E-05,
ENSMUSG00000032123,-0.645248652,1.15E-08,0.183847501,0.005495409,
ENSMUSG00000001674,-0.646029118,2.20E-34,0.774020365,0.000489779,
ENSMUSG00000035575,-0.646364658,2.38E-13,0.347158019,1.78E-07,
ENSMUSG00000078867,-0.647758713,0.076059074,-1.345444395,0.000562341,
ENSMUSG00000071359,-0.651673446,7.24E-08,1.522313976,8.32E-07,
ENSMUSG00000029198,-0.652457056,4.77E-20,1.16343786,0.000870964,
ENSMUSG00000003970,-0.653809524,3.77E-53,0.179278528,2.00E-34,
ENSMUSG00000022312,-0.654282469,2.80E-24,0.072766696,0.003019952,
ENSMUSG00000028345,-0.654670224,7.57E-19,-0.384463602,0.007762471,
ENSMUSG00000022223,-0.654696359,0.040420437,-0.461111615,2.34E-06,
ENSMUSG00000028936,-0.654818649,4.14E-38,0.053566491,1.58E-16,
ENSMUSG00000024952,-0.65757791,1.45E-21,-0.233985455,7.94E-36,
ENSMUSG00000043445,-0.658216638,2.53E-14,0.494975863,0.000977237,
ENSMUSG00000031819,-0.65862437,7.11E-22,0.121038753,0.003715352,
ENSMUSG00000008393,-0.66287778,1.19E-17,-0.148911717,0.000154882,
ENSMUSG00000032562,-0.663043974,4.34E-22,-0.193570678,0.000194984,
ENSMUSG00000026176,-0.663367584,3.57E-13,-0.231650407,0.000660693,
ENSMUSG00000007415,-0.663698768,1.26E-41,-0.349554534,0.004897788,
ENSMUSG00000024312,-0.663927447,1.93E-20,0.180284997,0.001905461,
ENSMUSG00000057666,-0.667116022,8.71E-26,-0.152550831,1.00E-17,
ENSMUSG00000004665,-0.667395503,5.85E-21,0.582257513,0.00676083,
ENSMUSG00000001440,-0.669381674,3.71E-44,-0.576551549,2.51E-36,
ENSMUSG00000073702,-0.670553667,4.15E-48,-0.210777977,0.001778279,
ENSMUSG00000083899,-0.67180366,0.112836807,-0.509886082,0.003388442,
ENSMUSG00000035828,-0.673084536,3.34E-14,1.008667945,0.006025596,
ENSMUSG00000038916,-0.673839264,0.006365852,-1.547253055,0.00851138,
ENSMUSG00000023330,-0.675111503,7.62E-05,1.69786251,3.72E-05,
ENSMUSG00000040824,-0.67641814,5.35E-27,-0.273110965,3.09E-06,
ENSMUSG00000027823,-0.677014655,7.71E-41,-0.397639416,0.000169824,
ENSMUSG00000078952,-0.677239565,0.290399567,-1.454581528,0.004265795,
ENSMUSG00000025403,-0.677263124,3.02E-59,0.170442359,0.000812831,
ENSMUSG00000068184,-0.677821881,4.07E-16,-0.091513024,0.006456542,
ENSMUSG00000024732,-0.68007437,3.36E-09,0.194011971,0.005754399,
ENSMUSG00000003346,-0.682653615,1.62E-12,-0.23000887,0.005888437,
ENSMUSG00000030031,-0.683289307,1.92E-05,0.222500669,0.00616595,
ENSMUSG00000041025,-0.683645222,1.85E-09,-0.166987541,2.29E-06,
ENSMUSG00000031976,-0.68369379,4.09E-09,-0.272443562,0.002630268,
ENSMUSG00000038816,-0.684013813,2.25E-06,1.176994758,6.17E-06,
ENSMUSG00000028525,-0.684375868,3.15E-09,0.704982753,0.009332543,
ENSMUSG00000115219,-0.686219676,1.77E-07,-1.244637349,2.69E-07,
ENSMUSG00000008333,-0.688200514,4.42E-26,0.34218234,0.001862087,
ENSMUSG00000017999,-0.691880548,3.18E-41,1.188259328,0.007079458,
ENSMUSG00000020918,-0.695480896,1.29E-12,0.290558018,0.007413102,
ENSMUSG00000002728,-0.699033756,4.12E-09,0.65936741,0.000109648,
ENSMUSG00000097055,-0.700320456,0.070278997,-2.547075447,0.005248075,
ENSMUSG00000018846,-0.703518025,3.54E-08,0.952011593,0.00020893,
ENSMUSG00000031778,-0.706121438,0.000344392,-1.047937771,0.00042658,
ENSMUSG00000051518,-0.706265957,6.26E-22,0.504101298,0.008128305,
ENSMUSG00000030008,-0.707963476,2.85E-05,-0.384760515,0.001318257,
ENSMUSG00000023495,-0.709608037,8.62E-21,-0.536451493,4.68E-06,
ENSMUSG00000020267,-0.709983753,3.62E-33,0.621711678,0.000338844,
ENSMUSG00000036371,-0.713915101,2.69E-121,2.26558016,0.005370318,
ENSMUSG00000057963,-0.715453387,6.53E-10,-0.950672246,0.000346737,
ENSMUSG00000041625,-0.716342732,0.001047015,6.280902091,0.003981072,
ENSMUSG00000028840,-0.717306433,0.06317314,-0.081164025,4.07E-05,
ENSMUSG00000027109,-0.717807873,4.89E-19,1.436070511,2.51E-16,
ENSMUSG00000049957,-0.719842968,9.72E-18,-0.830611492,0.001584893,
ENSMUSG00000095432,-0.724816153,3.92E-06,0.77754938,4.47E-08,
ENSMUSG00000028378,-0.727347474,1.71E-29,-0.488117596,9.55E-05,
ENSMUSG00000046434,-0.728888868,9.54E-74,0.601316236,0.000630957,
ENSMUSG00000000740,-0.732368387,5.77E-38,1.061091462,0.002290868,
ENSMUSG00000020444,-0.734487072,7.16E-08,0.406135798,0.002630268,
ENSMUSG00000071711,-0.737012704,5.63E-07,0.18232832,7.41E-05,
ENSMUSG00000003235,-0.737043208,4.04E-17,-0.068538183,0.009332543,
ENSMUSG00000045411,-0.738664582,3.19E-07,1.430043158,0.009120108,
ENSMUSG00000043155,-0.740253278,0.008121331,5.823558959,0.00011749,
ENSMUSG00000024217,-0.741551968,3.06E-28,-0.202507935,5.89E-05,
ENSMUSG00000020496,-0.743303283,1.31E-42,-0.043800624,0.00162181,
ENSMUSG00000002257,-0.744383986,9.47E-05,-1.368170977,0.001096478,
ENSMUSG00000019297,-0.745966353,6.30E-25,0.60171655,0.003311311,
ENSMUSG00000022587,-0.747955143,1.31E-18,0.61380415,0.005248075,
ENSMUSG00000034880,-0.749515937,3.16E-13,-0.12283077,0.000851138,
ENSMUSG00000028334,-0.749672755,1.42E-45,-0.024907674,0.002511886,
ENSMUSG00000031391,-0.757950199,2.17E-14,-0.352135741,0.001862087,
ENSMUSG00000058558,-0.758602697,9.12E-25,-0.050774744,7.76E-09,
ENSMUSG00000014074,-0.758623888,2.50E-22,0.106000364,0.000831764,
ENSMUSG00000020857,-0.759572874,0.000267394,-0.510607711,7.94E-35,
ENSMUSG00000033931,-0.759782965,5.18E-16,1.022660048,0.000676083,
ENSMUSG00000027011,-0.759936617,4.55E-16,-0.592187851,0.005888437,
ENSMUSG00000021771,-0.760856744,1.69E-20,0.036408985,0.002398833,
ENSMUSG00000059278,-0.763298077,2.29E-05,-0.277735613,0.005248075,
ENSMUSG00000003429,-0.763560759,9.93E-48,0.5350507,8.13E-06,
ENSMUSG00000078974,-0.7651156,1.07E-09,-0.025710524,0.001995262,
ENSMUSG00000032002,-0.765991091,1.12E-12,1.753543053,0.0001,
ENSMUSG00000025423,-0.768500868,2.73E-18,0.828604197,1.35E-08,
ENSMUSG00000023104,-0.771058094,3.16E-36,0.397408314,0.007585776,
ENSMUSG00000021546,-0.771385272,4.70E-28,0.575188212,0.00851138,
ENSMUSG00000028322,-0.77531935,3.80E-15,1.054023427,0.002454709,
ENSMUSG00000033054,-0.775654012,5.35E-10,1.039505945,0.000194984,
ENSMUSG00000030611,-0.775673827,1.09E-10,-0.569220268,0.001995262,
ENSMUSG00000001999,-0.777250197,8.71E-23,-1.090070393,0.002511886,
ENSMUSG00000041769,-0.777757424,1.51E-13,1.017857228,8.51E-08,
ENSMUSG00000079104,-0.778787053,6.44E-11,1.233697504,2.57E-07,
ENSMUSG00000050931,-0.779070154,1.50E-11,0.950456676,0.000125893,
ENSMUSG00000025591,-0.779706638,5.50E-11,1.497669705,2.14E-10,
ENSMUSG00000021520,-0.780201513,6.10E-11,0.266146373,5.89E-06,
ENSMUSG00000015671,-0.781224371,1.12E-27,-0.348741336,0.002691535,
ENSMUSG00000063406,-0.783253405,1.07E-11,-0.098823912,0.002630268,
ENSMUSG00000062175,-0.7847638,0.192434554,1.278315848,6.61E-05,
ENSMUSG00000020652,-0.784784787,1.57E-12,-0.168412457,0.004677351,
ENSMUSG00000022791,-0.789506483,2.40E-22,-0.211289039,1.82E-05,
ENSMUSG00000019777,-0.790281153,9.28E-20,0.717040102,0.002630268,
ENSMUSG00000037461,-0.791607985,3.17E-17,-0.340968917,0.001258925,
ENSMUSG00000042699,-0.79316451,8.81E-10,0.258484165,1.23E-07,
ENSMUSG00000041491,-0.793346692,5.13E-14,0.991587551,0.004168694,
ENSMUSG00000004980,-0.793720681,2.45E-25,0.538877339,0.00047863,
ENSMUSG00000064128,-0.796379521,3.59E-08,1.305509811,0.005128614,
ENSMUSG00000048170,-0.798435887,3.36E-26,1.01136673,0.004265795,
ENSMUSG00000020257,-0.798908534,4.14E-34,0.338994466,0.001659587,
ENSMUSG00000031134,-0.799491984,2.80E-12,-0.72532447,8.91E-05,
ENSMUSG00000024735,-0.800200385,2.76E-25,0.188334642,1.00E-15,
ENSMUSG00000038214,-0.800583958,3.93E-11,-0.404819608,0.005128614,
ENSMUSG00000006732,-0.807240469,1.21E-13,0.118147722,0.006456542,
ENSMUSG00000116165,-0.809626343,1.15E-06,-1.08112013,0.008912509,
ENSMUSG00000002221,-0.809888296,6.42E-27,0.003779671,0.000645654,
ENSMUSG00000069565,-0.810306083,4.66E-37,-0.346797559,5.75E-06,
ENSMUSG00000076432,-0.810662263,4.34E-36,0.552841356,7.24E-05,
ENSMUSG00000018286,-0.811285406,4.90E-18,0.068651298,0.000562341,
ENSMUSG00000053062,-0.812180664,0.001056679,-0.010146521,4.68E-09,
ENSMUSG00000043183,-0.813472545,3.63E-14,1.33160887,8.32E-10,
ENSMUSG00000052397,-0.816885477,5.28E-38,-0.582471182,0.006309573,
ENSMUSG00000032897,-0.819689531,6.95E-14,0.65641223,0.004570882,
ENSMUSG00000093674,-0.821804674,1.17E-33,0.542608097,5.01E-39,
ENSMUSG00000013822,-0.822539915,4.23E-18,-0.115761224,0.008317638,
ENSMUSG00000032199,-0.826942507,7.22E-69,0.566944637,6.31E-08,
ENSMUSG00000024661,-0.827743273,6.49E-26,0.506623161,0.000204174,
ENSMUSG00000027324,-0.827857951,8.52E-05,3.89056254,0.000691831,
ENSMUSG00000062661,-0.832834213,3.01E-26,-0.371926336,3.31E-06,
ENSMUSG00000040550,-0.836695509,1.95E-14,-0.540612718,0.000204174,
ENSMUSG00000031954,-0.837059948,1.33E-31,1.760649495,3.55E-06,
ENSMUSG00000057497,-0.837575415,8.17E-14,-0.744576831,4.07E-09,
ENSMUSG00000034889,-0.83772494,1.68E-17,0.726757524,0.000501187,
ENSMUSG00000000787,-0.839571209,2.78E-17,0.1254072,0.000398107,
ENSMUSG00000007836,-0.843393336,2.01E-24,-0.052086975,0.003162278,
ENSMUSG00000040195,-0.843796279,3.97E-08,-0.630960224,0.000269153,
ENSMUSG00000035107,-0.84532444,7.71E-21,0.059747918,0.001995262,
ENSMUSG00000033075,-0.848871464,8.10E-61,1.22441543,0.006456542,
ENSMUSG00000024273,-0.850045432,1.34E-06,2.080014579,2.00E-12,
ENSMUSG00000027954,-0.850555258,6.51E-10,1.396657149,9.55E-05,
ENSMUSG00000026259,-0.850719207,6.54E-20,-0.599852374,3.72E-06,
ENSMUSG00000105987,-0.851165175,6.82E-16,0.102200083,1.26E-05,
ENSMUSG00000028261,-0.851268244,1.21E-24,1.158580028,2.63E-06,
ENSMUSG00000042043,-0.853159852,8.09E-18,-0.00595377,4.37E-05,
ENSMUSG00000034271,-0.856661446,3.18E-10,0.399105711,0.002041738,
ENSMUSG00000106293,-0.857010046,0.069192438,-1.138899259,0.004265795,
ENSMUSG00000025880,-0.860248754,1.12E-13,-1.275798473,0.005370318,
ENSMUSG00000050148,-0.862745484,8.21E-14,-0.594696251,4.07E-08,
ENSMUSG00000055762,-0.863350747,2.46E-63,0.761083452,0.005011872,
ENSMUSG00000063229,-0.867230451,5.29E-29,-0.002334538,0.007762471,
ENSMUSG00000005397,-0.868126405,9.98E-12,1.219133767,0.00042658,
ENSMUSG00000029304,-0.868152237,3.15E-08,-0.102810318,1.70E-06,
ENSMUSG00000031353,-0.868494915,1.78E-68,-0.007706201,0.001737801,
ENSMUSG00000000579,-0.869608858,4.12E-07,-0.426251642,6.31E-11,
ENSMUSG00000025049,-0.870673046,1.40E-12,1.537022795,0.000977237,
ENSMUSG00000062012,-0.874830223,1.72E-05,-0.650819058,0.001202264,
ENSMUSG00000033669,-0.87724767,2.73E-12,1.84929164,0.000239883,
ENSMUSG00000002660,-0.877533218,1.77E-15,-0.3475677,0.001548817,
ENSMUSG00000032387,-0.878584556,1.58E-27,1.417046457,0.001230269,
ENSMUSG00000021958,-0.880814421,2.23E-23,1.410586128,1.70E-09,
ENSMUSG00000030929,-0.882289048,1.21E-11,1.60847342,1.48E-09,
ENSMUSG00000014504,-0.882451186,3.94E-12,1.349234587,6.17E-08,
ENSMUSG00000027193,-0.882937869,3.37E-41,-0.386291065,0.009332543,
ENSMUSG00000019857,-0.883609525,1.93E-10,1.218440892,0.006456542,
ENSMUSG00000024772,-0.884819542,1.63E-23,-0.127660864,0.000102329,
ENSMUSG00000023286,-0.88554522,2.56E-15,-0.146955365,0.003388442,
ENSMUSG00000037860,-0.88619811,0.001328169,1.124640243,0.000199526,
ENSMUSG00000046330,-0.887073363,2.73E-25,0.20333599,1.26E-10,
ENSMUSG00000034892,-0.890642855,6.29E-11,-0.556811417,6.31E-24,
ENSMUSG00000031016,-0.894196907,2.21E-28,1.54249088,2.63E-07,
ENSMUSG00000048109,-0.894451286,7.01E-11,1.192660973,9.12E-07,
ENSMUSG00000032026,-0.896110242,2.66E-20,0.744390839,3.72E-07,
ENSMUSG00000047721,-0.897330802,3.10E-07,0.290982469,0.000616595,
ENSMUSG00000002984,-0.89815019,9.04E-39,-0.297740891,1.12E-05,
ENSMUSG00000007041,-0.900868295,3.04E-77,0.537917624,3.02E-07,
ENSMUSG00000038279,-0.903354574,3.16E-32,0.393190291,3.98E-05,
ENSMUSG00000022752,-0.903761946,1.75E-35,0.659586547,1.62E-05,
ENSMUSG00000026966,-0.909042207,1.18E-15,-0.310986687,0.000380189,
ENSMUSG00000005354,-0.91055141,3.98E-26,0.337821733,0.009332543,
ENSMUSG00000025577,-0.915793785,1.72E-17,-0.321050585,0.006456542,
ENSMUSG00000029147,-0.916980325,3.54E-49,-0.550937933,1.66E-05,
ENSMUSG00000031922,-0.917637704,4.97E-19,0.968813942,4.17E-05,
ENSMUSG00000006333,-0.917754089,7.30E-41,-0.12372672,1.00E-21,
ENSMUSG00000067288,-0.918087754,5.26E-28,0.185535343,0.001258925,
ENSMUSG00000055184,-0.919229461,2.33E-08,-0.134696029,0.000199526,
ENSMUSG00000035021,-0.921153933,8.45E-16,0.155709026,2.51E-06,
ENSMUSG00000025198,-0.924326244,1.44E-18,-0.396766434,0.007762471,
ENSMUSG00000034764,-0.92451364,0.096234489,1.389653187,0.00851138,
ENSMUSG00000019813,-0.925990182,4.11E-11,0.954326228,7.41E-05,
ENSMUSG00000015749,-0.927381642,1.35E-37,0.113527018,1.41E-09,
ENSMUSG00000021474,-0.932808412,2.60E-59,0.997173948,7.59E-06,
ENSMUSG00000005481,-0.933930983,1.38E-41,-0.740814409,0.005754399,
ENSMUSG00000091780,-0.934457404,0.324612207,0.164927463,0.000331131,
ENSMUSG00000025499,-0.934990309,1.70E-23,0.394278526,0.003019952,
ENSMUSG00000057863,-0.940224536,5.19E-25,0.38105136,1.58E-22,
ENSMUSG00000006728,-0.943900193,5.44E-49,-0.220226513,3.16E-12,
ENSMUSG00000022503,-0.946017491,3.54E-12,0.474501707,0.001047129,
ENSMUSG00000036693,-0.946106778,2.75E-17,0.946798199,0.006025596,
ENSMUSG00000019923,-0.9492964,3.49E-69,0.256796742,9.33E-10,
ENSMUSG00000024360,-0.949532854,9.58E-30,0.544894305,0.001995262,
ENSMUSG00000059409,-0.952047328,5.65E-55,-0.189346022,2.51E-25,
ENSMUSG00000021671,-0.952577462,1.42E-11,-1.14696279,0.000691831,
ENSMUSG00000063457,-0.955093168,5.92E-29,0.380558378,2.00E-28,
ENSMUSG00000074865,-0.956876941,0.000972432,2.106188619,0.002344229,
ENSMUSG00000022438,-0.957782248,2.74E-11,-0.411031131,2.45E-07,
ENSMUSG00000030243,-0.958398746,1.18E-10,0.834863563,1.35E-10,
ENSMUSG00000040842,-0.959286024,9.82E-22,-0.589966034,0.000229087,
ENSMUSG00000026037,-0.963546138,6.37E-60,-0.076778071,0.00040738,
ENSMUSG00000041133,-0.964416217,2.92E-24,0.006782208,7.76E-05,
ENSMUSG00000028480,-0.96781508,1.38E-23,0.110769168,0.000154882,
ENSMUSG00000054863,-0.968606228,2.52E-47,0.645439543,2.04E-07,
ENSMUSG00000029622,-0.968768504,6.57E-22,-0.02673008,0.005011872,
ENSMUSG00000091021,-0.969542366,0.002006933,0.440749008,0.000691831,
ENSMUSG00000022723,-0.971333465,8.29E-12,-0.157733789,0.001905461,
ENSMUSG00000025794,-0.971372608,7.63E-32,-0.140915014,1.91E-08,
ENSMUSG00000031917,-0.972464223,4.50E-18,-0.196702678,2.63E-05,
ENSMUSG00000115483,-0.973867522,8.22E-10,1.737396724,0.00851138,
ENSMUSG00000028156,-0.976123552,9.58E-72,-0.108118056,0.003981072,
ENSMUSG00000058013,-0.977503608,2.83E-31,0.753122013,0.002691535,
ENSMUSG00000046111,-0.977955064,7.25E-15,1.763491547,0.003981072,
ENSMUSG00000031971,-0.980229877,1.02E-07,0.112903812,2.40E-05,
ENSMUSG00000030007,-0.980406723,4.39E-53,-0.311007769,5.62E-08,
ENSMUSG00000062203,-0.984235311,4.13E-24,0.359108812,6.17E-06,
ENSMUSG00000000384,-0.986329875,4.97E-22,-0.802040729,1.15E-05,
ENSMUSG00000096740,-0.990987977,8.87E-08,1.485492981,0.001047129,
ENSMUSG00000010554,-0.993547978,9.87E-14,1.890759716,0.00060256,
ENSMUSG00000074934,-0.995785922,0.020854941,0.566099099,0.00162181,
ENSMUSG00000021270,-0.997089645,1.10E-26,0.232817846,5.01E-52,
ENSMUSG00000059208,-0.997492736,2.05E-55,0.028542232,6.61E-06,
ENSMUSG00000010476,-1.001205952,1.43E-20,1.485882772,7.24E-05,
ENSMUSG00000027905,-1.001368942,2.57E-31,1.275570316,6.92E-09,
ENSMUSG00000033356,-1.001775748,1.15E-10,-0.056640012,0.001819701,
ENSMUSG00000051615,-1.002252852,4.08E-25,-0.251999333,0.001737801,
ENSMUSG00000022799,-1.003087051,1.94E-26,0.685396129,0.001905461,
ENSMUSG00000025132,-1.00477937,4.42E-39,0.352021706,8.91E-07,
ENSMUSG00000030019,-1.008454016,1.49E-19,0.151995824,0.00060256,
ENSMUSG00000024346,-1.014919646,3.05E-24,0.237349713,0.001584893,
ENSMUSG00000074863,-1.020948424,6.73E-10,1.502535728,0.000281838,
ENSMUSG00000074129,-1.021503944,1.77E-48,0.531938564,5.01E-15,
ENSMUSG00000090733,-1.025750419,1.78E-17,0.541635091,7.94E-11,
ENSMUSG00000032040,-1.026572786,6.12E-16,1.487391686,2.57E-06,
ENSMUSG00000005087,-1.033214863,6.49E-17,0.588170977,6.76E-08,
ENSMUSG00000020372,-1.033294251,1.08E-36,0.628064494,0.001122018,
ENSMUSG00000038274,-1.033604752,4.70E-25,-0.304559078,1.26E-19,
ENSMUSG00000030512,-1.034607811,4.05E-45,1.457086043,0.001023293,
ENSMUSG00000049130,-1.036016512,0.397495778,-5.810811,0.00162181,
ENSMUSG00000100980,-1.04055603,0.022578628,-0.053415437,0.007079458,
ENSMUSG00000026643,-1.041097386,8.28E-26,-0.499271443,0.001479108,
ENSMUSG00000074867,-1.047769498,0.002037013,2.075550641,2.51E-16,
ENSMUSG00000049600,-1.052187924,6.03E-12,-0.269874444,0.00691831,
ENSMUSG00000062310,-1.05578906,2.48E-05,1.788891505,0.001698244,
ENSMUSG00000061607,-1.055835345,3.30E-17,0.046913526,7.41E-05,
ENSMUSG00000028031,-1.060110749,4.20E-11,-0.828212141,0.002570396,
ENSMUSG00000004099,-1.062000823,1.29E-57,-0.343528948,0.003090295,
ENSMUSG00000025290,-1.06558727,5.07E-39,0.584221847,6.31E-23,
ENSMUSG00000031939,-1.068099026,3.04E-19,0.484268718,4.17E-08,
ENSMUSG00000029623,-1.076755255,1.96E-73,0.563834679,7.41E-09,
ENSMUSG00000031628,-1.078480574,7.35E-39,0.179832954,0.009549926,
ENSMUSG00000024542,-1.078606926,9.81E-32,0.471236036,0.006456542,
ENSMUSG00000020167,-1.080842786,7.20E-29,0.385902408,2.24E-05,
ENSMUSG00000025372,-1.084366881,7.65E-22,-0.648785903,1.32E-06,
ENSMUSG00000004044,-1.085943636,5.57E-43,1.114089658,9.77E-05,
ENSMUSG00000038845,-1.086012953,1.50E-21,0.520523993,4.37E-06,
ENSMUSG00000036752,-1.089593643,1.17E-129,-0.115661786,1.26E-18,
ENSMUSG00000028540,-1.096807288,2.86E-11,-0.114547731,0.008912509,
